title,genre,subgenre,vocal_gender,mood,target_bpm,energy_score,activity_fit,hook_timing,style_influence,weirdness,minimum_duration_seconds,vocals_required,similarity_cluster,suno_prompt,status
Midnight Memory,Mainstream Melodic Rap,Melodic Hip-Hop,male,nostalgic,93,6,headphone solo listen,0:08,78,50,176,TRUE,mains-c06,"Melodic Hip-Hop, nostalgic male lead vocal, double-tracked falsetto chorus; 93 BPM; production: glossy 808s, twinkling rhodes, cinematic strings; theme: late-night reflection; hook at 0:08 (single-line repeatable hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Skyline Throne (feat. The Night) Reprise,Mainstream Melodic Rap,Moody Melodic Rap,male,wistful,96,6,rooftop reflection,0:12,73,52,142,TRUE,mains-c06,"Moody Melodic Rap, wistful male lead vocal, double-tracked falsetto chorus; 96 BPM; production: bell-tone melody, warm sub bass, atmospheric synths; theme: the price of winning; hook at 0:12 (name-drop hook); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Crystal Echo,Mainstream Melodic Rap,Moody Melodic Rap,male,vulnerable,96,4,late-night drive,0:10,70,53,144,TRUE,mains-c06,"Moody Melodic Rap, vulnerable male lead vocal, raspy melodic flow; 96 BPM; production: bell-tone melody, twinkling rhodes, crisp trap hats; theme: wanting more than the bag; hook at 0:10 (single-line repeatable hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Diamond Promise,Mainstream Melodic Rap,Trap Soul,male,nostalgic,73,5,studio session,0:12,76,44,126,TRUE,mains-c06,"Trap Soul, nostalgic male lead vocal, intimate breath-close vocal; 73 BPM; production: muted piano loop, vinyl crackle texture, bell-tone melody; theme: growing up too fast; hook at 0:12 (name-drop hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Endless Driver,Mainstream Melodic Rap,Atmospheric Rap,male,yearning,78,7,late-night drive,0:12,72,45,169,TRUE,mains-c06,"Atmospheric Rap, yearning male lead vocal, raspy melodic flow; 78 BPM; production: lush reverb tails, glossy 808s, vinyl crackle texture; theme: the price of winning; hook at 0:12 (title-as-hook payoff); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Lonely Mirror,Mainstream Melodic Rap,Atmospheric Rap,female,ambitious,94,7,headphone solo listen,0:06,77,43,166,TRUE,mains-c06,"Atmospheric Rap, ambitious female lead vocal, double-tracked falsetto chorus; 94 BPM; production: atmospheric synths, twinkling rhodes, bell-tone melody; theme: late-night reflection; hook at 0:06 (post-chorus 'oh-oh' tag); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Reckless Throne,Mainstream Melodic Rap,Trap Soul,male,vulnerable,93,7,highway run,0:14,79,47,187,TRUE,mains-c06,"Trap Soul, vulnerable male lead vocal, double-tracked falsetto chorus; 93 BPM; production: filtered vocal chops, atmospheric synths, glossy 808s; theme: late-night reflection; hook at 0:14 (earworm vowel-loop hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Skyline Mirror Pt. 2,Mainstream Melodic Rap,Atmospheric Rap,male,wistful,98,5,late-night drive,0:06,77,41,173,TRUE,mains-c06,"Atmospheric Rap, wistful male lead vocal, whispery verses, belted hook; 98 BPM; production: bell-tone melody, atmospheric synths, muted piano loop; theme: wanting more than the bag; hook at 0:06 (two-word chant hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Midnight Roses,Mainstream Melodic Rap,Luxury Melodic Rap,male,ambitious,101,7,city skyline cruise,0:08,73,50,205,TRUE,mains-c06,"Luxury Melodic Rap, ambitious male lead vocal, double-tracked falsetto chorus; 101 BPM; production: bell-tone melody, twinkling rhodes, muted piano loop; theme: growing up too fast; hook at 0:08 (name-drop hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sapphire Hours,Mainstream Melodic Rap,Trap Soul,female,yearning,102,6,gym warmup,0:10,77,50,111,TRUE,mains-c06,"Trap Soul, yearning female lead vocal, raspy melodic flow; 102 BPM; production: lush reverb tails, glossy 808s, twinkling rhodes; theme: loyalty in the come-up; hook at 0:10 (pre-chorus build into anthemic hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Echoes Highway (feat. The Night),Mainstream Melodic Rap,Atmospheric Rap,female,lonely,76,4,city skyline cruise,0:14,76,44,132,TRUE,mains-c07,"Atmospheric Rap, lonely female lead vocal, raspy melodic flow; 76 BPM; production: bell-tone melody, crisp trap hats, lush reverb tails; theme: love and money; hook at 0:14 (title-as-hook payoff); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Late Avenue (feat. The Night),Mainstream Melodic Rap,Luxury Melodic Rap,male,lonely,86,6,city skyline cruise,0:14,78,49,143,TRUE,mains-c07,"Luxury Melodic Rap, lonely male lead vocal, soft autotune crooning; 86 BPM; production: bell-tone melody, lush reverb tails, glossy 808s; theme: wanting more than the bag; hook at 0:14 (name-drop hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Velvet Halo,Mainstream Melodic Rap,Luxury Melodic Rap,male,nostalgic,70,6,headphone solo listen,0:10,69,49,116,TRUE,mains-c07,"Luxury Melodic Rap, nostalgic male lead vocal, harmonized melodic hook; 70 BPM; production: muted piano loop, warm sub bass, lush reverb tails; theme: regret at 3am; hook at 0:10 (title-as-hook payoff); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Shadow Driver (feat. The Night),Mainstream Melodic Rap,Trap Soul,male,triumphant,76,7,rooftop reflection,0:08,79,51,167,TRUE,mains-c07,"Trap Soul, triumphant male lead vocal, soft autotune crooning; 76 BPM; production: bell-tone melody, cinematic strings, crisp trap hats; theme: love and money; hook at 0:08 (melodic ad-lib hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Golden Driver Reborn,Mainstream Melodic Rap,Luxury Melodic Rap,male,ambitious,85,7,studio session,0:06,71,53,156,TRUE,mains-c07,"Luxury Melodic Rap, ambitious male lead vocal, intimate breath-close vocal; 85 BPM; production: muted piano loop, glossy 808s, vinyl crackle texture; theme: regret at 3am; hook at 0:06 (name-drop hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Skyline Highway,Mainstream Melodic Rap,Luxury Melodic Rap,male,melancholic,70,5,sunset cruise,0:12,68,47,123,TRUE,mains-c07,"Luxury Melodic Rap, melancholic male lead vocal, intimate breath-close vocal; 70 BPM; production: stadium drums, filtered vocal chops, muted piano loop; theme: wanting more than the bag; hook at 0:12 (name-drop hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heavy Crown,Mainstream Melodic Rap,Atmospheric Rap,female,yearning,88,7,gym warmup,0:06,71,50,202,TRUE,mains-c07,"Atmospheric Rap, yearning female lead vocal, harmonized melodic hook; 88 BPM; production: warm sub bass, glossy 808s, atmospheric synths; theme: love and money; hook at 0:06 (name-drop hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Silent Avenue,Mainstream Melodic Rap,R&B-Tinged Rap,female,triumphant,100,4,late-night drive,0:06,70,42,108,TRUE,mains-c07,"R&B-Tinged Rap, triumphant female lead vocal, harmonized melodic hook; 100 BPM; production: crisp trap hats, twinkling rhodes, vinyl crackle texture; theme: love and money; hook at 0:06 (title-as-hook payoff); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Midnight Memory (feat. The Night),Mainstream Melodic Rap,Melodic Hip-Hop,male,melancholic,71,4,late-night drive,0:06,71,51,194,TRUE,mains-c07,"Melodic Hip-Hop, melancholic male lead vocal, soft autotune crooning; 71 BPM; production: atmospheric synths, bell-tone melody, glossy 808s; theme: wanting more than the bag; hook at 0:06 (two-word chant hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Memory,Mainstream Melodic Rap,Luxury Melodic Rap,male,hopeful,75,4,city skyline cruise,0:12,78,50,123,TRUE,mains-c07,"Luxury Melodic Rap, hopeful male lead vocal, harmonized melodic hook; 75 BPM; production: muted piano loop, atmospheric synths, stadium drums; theme: the price of winning; hook at 0:12 (post-chorus 'oh-oh' tag); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Ivory Hours Pt. 2,Mainstream Melodic Rap,Melodic Hip-Hop,female,lonely,100,4,city skyline cruise,0:14,80,51,180,TRUE,mains-c08,"Melodic Hip-Hop, lonely female lead vocal, raspy melodic flow; 100 BPM; production: stadium drums, glossy 808s, crisp trap hats; theme: late-night reflection; hook at 0:14 (two-word chant hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Reckless Reverie,Mainstream Melodic Rap,Moody Melodic Rap,male,ambitious,97,6,late-night drive,0:14,70,55,153,TRUE,mains-c08,"Moody Melodic Rap, ambitious male lead vocal, whispery verses, belted hook; 97 BPM; production: twinkling rhodes, cinematic strings, glossy 808s; theme: late-night reflection; hook at 0:14 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream mainstream melodic rap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
